DISTRICT,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
LATUR,0.0024164,0.0019770,0.0042836,0.0063156,0.0115877,0.0795211,0.1196661,0.1210390,0.0930309,0.0444835,0.0123016,0.0031303
LAWNGTLAI,0.0045582,0.0151024,0.0366302,0.0674941,0.1756274,0.2401010,0.2712395,0.2245044,0.2008897,0.1271349,0.0362458,0.0050524
LOHARDAGA,0.0077434,0.0114778,0.0113680,0.0100500,0.0213631,0.1024219,0.1637652,0.1591521,0.1265858,0.0316876,0.0071942,0.0046131
LOHIT,0.0231754,0.0443737,0.0968752,0.1968807,0.1682684,0.2454830,0.3625130,0.2349388,0.1722225,0.0917678,0.0187270,0.0163655
LONGLENG,0.0130155,0.0147180,0.0360811,0.0973145,0.1239497,0.1923774,0.2426273,0.1934208,0.1327915,0.0672744,0.0228458,0.0058762
LOW SUBANSIRI,0.0535450,0.0600253,0.0507441,0.1121973,0.1461914,0.1560217,0.1366906,0.1485529,0.1058268,0.0431105,0.0271844,0.0149377
LOWER DIBANG,0.0459663,0.0845186,0.1666758,0.2106651,0.1471800,0.2055028,0.1493767,0.0881432,0.1464660,0.0918227,0.0351475,0.0307540
LUCKNOW,0.0099401,0.0067549,0.0040090,0.0022516,0.0067000,0.0471745,0.1398210,0.1439947,0.0932506,0.0263057,0.0022516,0.0037344
LUDHIANA,0.0133450,0.0143336,0.0145532,0.0066451,0.0091164,0.0281180,0.1114833,0.0979186,0.0558515,0.0141139,0.0029656,0.0080729
LUNGLEI,0.0030205,0.0119721,0.0483278,0.0655171,0.1704102,0.2522928,0.2826075,0.2645395,0.2254929,0.1347685,0.0361909,0.0047229
MADHEPURA,0.0065901,0.0051623,0.0067549,0.0162557,0.0464056,0.1168653,0.2072052,0.1671152,0.1422923,0.0387720,0.0071393,0.0042836
MADHUBANI,0.0060959,0.0052172,0.0051074,0.0169147,0.0435499,0.1017079,0.2062167,0.1686529,0.1052776,0.0417376,0.0031303,0.0066451
MADURAI,0.0074688,0.0079631,0.0113131,0.0317425,0.0364655,0.0267450,0.0365753,0.0479433,0.0732056,0.1132407,0.0830908,0.0338294
MAHABUBNAGAR,0.0009885,0.0015926,0.0030754,0.0091164,0.0187270,0.0500302,0.0887473,0.0868801,0.0817178,0.0468999,0.0116426,0.0020869
MAHAMAYA NAGA,0.0063156,0.0057115,0.0057115,0.0021967,0.0058762,0.0262508,0.1174145,0.1343292,0.0654621,0.0172991,0.0011533,0.0026361
MAHARAJGANJ,0.0096656,0.0053820,0.0070844,0.0086221,0.0198803,0.1029711,0.2313691,0.2042397,0.1281784,0.0397056,0.0026910,0.0030754
MAHASAMUND,0.0020320,0.0042836,0.0067000,0.0030754,0.0057115,0.0943489,0.1825471,0.1866659,0.1097809,0.0273491,0.0029106,0.0013729
MAHE,0.0098303,0.0107639,0.0091164,0.0058762,0.0239442,0.0257565,0.0462958,0.0701851,0.0691966,0.1486627,0.2023725,0.1119776
MAHENDRAGARH,0.0064803,0.0059861,0.0051623,0.0029106,0.0103795,0.0238893,0.0847383,0.0793014,0.0292163,0.0077434,0.0019221,0.0037893
MAHOBA,0.0095557,0.0058213,0.0026361,0.0006590,0.0040639,0.0363556,0.1335054,0.1726070,0.0839145,0.0136746,0.0025811,0.0031303
MAINPURI,0.0064803,0.0052172,0.0044483,0.0020869,0.0054369,0.0336647,0.1161514,0.1350431,0.0750178,0.0220221,0.0020320,0.0034049
MALAPPURAM,0.0009336,0.0021418,0.0069746,0.0476687,0.1215333,0.3629524,0.4354440,0.2170904,0.1160415,0.1594816,0.0741941,0.0125213
MALDA,0.0074688,0.0057664,0.0079631,0.0191114,0.0583228,0.1189522,0.1828217,0.1564062,0.1554177,0.0562908,0.0072492,0.0037344
MALKANGIRI,0.0009885,0.0030205,0.0057115,0.0193860,0.0338294,0.1136251,0.2401560,0.2466912,0.1266956,0.0638695,0.0092811,0.0004393
MAMIT,0.0075787,0.0171344,0.0592564,0.1020375,0.1929815,0.2568510,0.2464166,0.2639903,0.2146741,0.1397660,0.0358614,0.0090615
MANDI,0.0390466,0.0370696,0.0448679,0.0265253,0.0353122,0.0879236,0.2258224,0.2032511,0.0834752,0.0188918,0.0084024,0.0169696
MANDLA,0.0135647,0.0124114,0.0125213,0.0052721,0.0041188,0.0864408,0.2373552,0.2430117,0.1173595,0.0221868,0.0049426,0.0080180
MANDSAUR,0.0026910,0.0009885,0.0020869,0.0021418,0.0019770,0.0448679,0.1519578,0.1520677,0.0794662,0.0196606,0.0071393,0.0018123
MANDYA,0.0010434,0.0019770,0.0041738,0.0248778,0.0577187,0.0267450,0.0270745,0.0323466,0.0704047,0.0840793,0.0258114,0.0076885
MANSA,0.0067549,0.0101049,0.0062057,0.0039541,0.0048877,0.0166401,0.0609039,0.0674392,0.0388819,0.0099951,0.0013180,0.0034598
MATHURA,0.0051074,0.0061508,0.0052172,0.0024713,0.0052172,0.0226811,0.1069251,0.1326816,0.0561810,0.0129606,0.0020869,0.0025262
MAU,0.0086770,0.0049426,0.0049426,0.0031303,0.0105442,0.0646384,0.1850184,0.1776594,0.1244440,0.0255917,0.0038992,0.0023066
MAYURBHANJ,0.0061508,0.0139491,0.0263057,0.0337196,0.0605195,0.1536054,0.1778791,0.2052831,0.1529463,0.0654072,0.0129606,0.0032951
MEDAK,0.0035697,0.0026910,0.0052172,0.0103246,0.0153770,0.0758965,0.1259817,0.1159317,0.0907244,0.0475589,0.0105992,0.0026361
MEERUT,0.0127410,0.0100500,0.0087869,0.0051623,0.0079082,0.0340491,0.1466308,0.1651381,0.0817178,0.0228458,0.0029656,0.0061508
MEHSANA,0.0007139,0.0003295,0.0005492,0.0005492,0.0031303,0.0405843,0.1363062,0.1142292,0.0689769,0.0101049,0.0038443,0.0010984
MEWAT,0.0051623,0.0052721,0.0034598,0.0028557,0.0053820,0.0226811,0.0918227,0.1065407,0.0545335,0.0113680,0.0022516,0.0028008
MIRZAPUR,0.0098852,0.0069197,0.0054918,0.0020869,0.0056565,0.0499753,0.1583283,0.1594816,0.1270800,0.0180680,0.0052721,0.0026910
MOGA,0.0116975,0.0073590,0.0082377,0.0053270,0.0086221,0.0185073,0.0675490,0.0733154,0.0350376,0.0114778,0.0017025,0.0041188
MOKOKCHUNG,0.0128508,0.0170795,0.0334450,0.0759515,0.1576693,0.2885936,0.2883739,0.2164864,0.1270251,0.0754023,0.0236696,0.0068647
MON,0.0071942,0.0183975,0.0264704,0.0757318,0.1064858,0.1488824,0.1502554,0.0974244,0.0559064,0.0341040,0.0108737,0.0041188
MORADABAD,0.0123565,0.0119721,0.0071393,0.0025811,0.0086770,0.0499753,0.1607447,0.1728815,0.0860563,0.0261958,0.0018123,0.0048877
MORENA,0.0064254,0.0041188,0.0029106,0.0014279,0.0035697,0.0289417,0.1296062,0.1560217,0.0743588,0.0141688,0.0016475,0.0035147
MORIGAON,0.0102696,0.0134000,0.0283376,0.0641441,0.0928662,0.1703004,0.2058323,0.1698061,0.1215882,0.0655171,0.0109287,0.0045033
MUKTSAR,0.0091713,0.0069746,0.0099951,0.0038443,0.0059861,0.0171344,0.0620572,0.0590367,0.0330057,0.0061508,0.0019221,0.0041188
MUMBAI CITY,0.0005492,0.0005492,0.0002197,0.0005492,0.0098852,0.2960075,0.4313252,0.2793673,0.1698611,0.0423417,0.0067549,0.0023615
MUMBAI SUB,0.0005492,0.0005492,0.0002197,0.0005492,0.0098852,0.2960075,0.4313252,0.2793673,0.1698611,0.0423417,0.0067549,0.0023615
MUNGER,0.0070844,0.0038443,0.0054918,0.0078533,0.0246581,0.0908891,0.1678840,0.1488824,0.1272448,0.0392114,0.0035697,0.0031852
MURSHIDABAD,0.0092262,0.0061508,0.0104344,0.0186721,0.0477786,0.1304849,0.1804602,0.1410841,0.1406997,0.0693613,0.0060410,0.0035697
MUZAFFARNAGAR,0.0137295,0.0107639,0.0079082,0.0032402,0.0078533,0.0355319,0.1456423,0.1481136,0.0753474,0.0189467,0.0034049,0.0068098
MUZAFFARPUR,0.0073590,0.0048877,0.0040090,0.0073041,0.0296557,0.0884178,0.1790873,0.1601955,0.1110989,0.0350925,0.0042836,0.0026361
MYSORE,0.0013729,0.0019221,0.0062606,0.0322368,0.0684277,0.0437696,0.0507441,0.0355868,0.0585974,0.0836949,0.0267999,0.0071942
N & M ANDAMAN,0.0179582,0.0087319,0.0047229,0.0293262,0.1886979,0.2764018,0.2555879,0.2531166,0.2497666,0.1516283,0.1090669,0.0549179
NADIA,0.0067000,0.0096656,0.0115877,0.0231204,0.0522818,0.1285628,0.1487177,0.1296062,0.1175792,0.0550277,0.0057115,0.0042836
NAGAON,0.0065901,0.0123565,0.0264155,0.0707892,0.0940744,0.1570103,0.1791971,0.1615135,0.1200505,0.0659015,0.0118623,0.0059311
NAGAPATTINAM,0.0343786,0.0126860,0.0101598,0.0131803,0.0208688,0.0202098,0.0328958,0.0510736,0.0529409,0.1324620,0.2260970,0.1582185
NAGAUR,0.0022516,0.0030205,0.0014828,0.0025811,0.0084024,0.0233401,0.0783129,0.0637048,0.0260311,0.0043385,0.0014279,0.0015377
NAGPUR,0.0075238,0.0059861,0.0087319,0.0053270,0.0060410,0.0867703,0.1696414,0.1540996,0.0968752,0.0312483,0.0078533,0.0066451
NAINITAL,0.0252622,0.0225163,0.0207040,0.0114778,0.0298753,0.1125817,0.2822780,0.2516887,0.1437751,0.0451425,0.0035697,0.0087319
NALANDA,0.0064803,0.0049426,0.0049975,0.0033500,0.0153221,0.0700752,0.1557472,0.1445988,0.1110989,0.0278434,0.0028008,0.0031303
NALBARI,0.0081828,0.0102147,0.0311384,0.1013784,0.2090724,0.3027075,0.2586084,0.1768356,0.1209292,0.0606294,0.0118623,0.0026361
NALGONDA,0.0022516,0.0023615,0.0050524,0.0082926,0.0157614,0.0566753,0.0849580,0.0808391,0.0821572,0.0581031,0.0175737,0.0036246
NAMAKKAL,0.0035697,0.0040639,0.0069746,0.0242188,0.0504146,0.0241639,0.0373442,0.0534900,0.0713383,0.0861113,0.0542589,0.0197704
NANDED,0.0026910,0.0024713,0.0046131,0.0048328,0.0087319,0.0852326,0.1357021,0.1332308,0.0941842,0.0438794,0.0088967,0.0033500
NANDURBAR,0.0005492,0.0000000,0.0001648,0.0008238,0.0051074,0.0755670,0.1655225,0.1336152,0.0802350,0.0204295,0.0058213,0.0013180
NARAYANPUR,0.0037893,0.0047779,0.0080729,0.0124664,0.0134549,0.1039596,0.2196167,0.2337855,0.1167005,0.0465155,0.0059861,0.0021967
NARMADA(BRC),0.0002746,0.0000000,0.0006041,0.0001098,0.0032951,0.0902850,0.2225273,0.1914438,0.0997309,0.0144983,0.0044483,0.0008787
NARSINGHPUR,0.0059311,0.0058213,0.0031852,0.0010984,0.0032951,0.0621121,0.1942446,0.2103355,0.1193366,0.0164754,0.0043385,0.0034049
NASHIK,0.0006590,0.0002746,0.0005492,0.0025811,0.0082926,0.0850678,0.1729914,0.1422374,0.1006645,0.0373442,0.0122467,0.0025262
NAVSARI(VSD),0.0003295,0.0000549,0.0004393,0.0000000,0.0039541,0.1676643,0.4002966,0.2662420,0.1561316,0.0231204,0.0059311,0.0008238
NAWADA,0.0071393,0.0052172,0.0052721,0.0030754,0.0187270,0.0742490,0.1657422,0.1515734,0.1008293,0.0342688,0.0034049,0.0026361
NAWANSHAHR,0.0213081,0.0219122,0.0211983,0.0087319,0.0105442,0.0468450,0.1700258,0.1399857,0.0762260,0.0162557,0.0055467,0.0136746
NAWAPARA,0.0068647,0.0064803,0.0092811,0.0131803,0.0186172,0.1004448,0.1907299,0.1659070,0.1015432,0.0333352,0.0081278,0.0030754
NAWARANGPUR,0.0032402,0.0069197,0.0079082,0.0296007,0.0571695,0.1326816,0.2366412,0.2373002,0.1332857,0.0563458,0.0104344,0.0003844
NAYAGARH,0.0074688,0.0123565,0.0143885,0.0230655,0.0261958,0.1171948,0.1714537,0.1798012,0.1330111,0.0835850,0.0263057,0.0015377
NE DELHI,0.0090065,0.0089516,0.0084024,0.0048877,0.0105992,0.0328409,0.1212038,0.1348234,0.0605195,0.0112582,0.0030754,0.0047229
NEEMUCH,0.0024713,0.0015377,0.0020320,0.0012631,0.0033500,0.0467900,0.1452578,0.1421275,0.0762810,0.0171344,0.0067549,0.0019221
NELLORE,0.0086221,0.0063705,0.0032951,0.0083475,0.0282278,0.0293262,0.0500851,0.0521720,0.0619474,0.1363062,0.1559119,0.0588720
NEW DELHI,0.0090065,0.0089516,0.0084024,0.0048877,0.0105992,0.0328409,0.1212038,0.1348234,0.0605195,0.0112582,0.0030754,0.0047229
NICOBAR,0.0589269,0.0317975,0.0358065,0.0642539,0.1968807,0.1622824,0.1565160,0.1493218,0.1948487,0.1790323,0.1731012,0.1377890
NILGIRIS,0.0126860,0.0143885,0.0195508,0.0452523,0.0644187,0.0932506,0.1432259,0.0993465,0.0814982,0.1196661,0.0995112,0.0434401
NIZAMABAD,0.0043385,0.0024164,0.0048328,0.0067549,0.0134549,0.0885826,0.1589324,0.1628316,0.0949530,0.0501400,0.0093910,0.0030205
NORTH 24 PARG,0.0085672,0.0097754,0.0166401,0.0282827,0.0622769,0.1493218,0.1741996,0.1671152,0.1534406,0.0718875,0.0119721,0.0031303
NORTH CACHAR,0.0091713,0.0260860,0.0872645,0.1141743,0.1691471,0.1801856,0.1484431,0.1105497,0.1038497,0.1078588,0.0231204,0.0061508
NORTH DELHI,0.0090065,0.0089516,0.0084024,0.0048877,0.0105992,0.0328409,0.1212038,0.1348234,0.0605195,0.0112582,0.0030754,0.0047229
NORTH DINAJPUR,0.0118073,0.0010984,0.0043934,0.0196057,0.0894613,0.1735406,0.2015487,0.1689824,0.2217585,0.0498105,0.0049975,0.0017574
NORTH GOA,0.0002197,0.0000000,0.0003844,0.0049426,0.0517876,0.5216102,0.6494591,0.4010105,0.1605250,0.0909990,0.0192762,0.0062057
NORTH SIKKIM,0.0338294,0.0540941,0.1095612,0.1308694,0.1951782,0.2762370,0.2687682,0.2351584,0.2140150,0.1455324,0.0238893,0.0123016
NORTH TRIPURA,0.0074688,0.0204295,0.0650228,0.1498160,0.2416937,0.2622330,0.2211544,0.2019331,0.1536603,0.0954473,0.0247680,0.0071942
NW DELHI,0.0090065,0.0089516,0.0084024,0.0048877,0.0105992,0.0328409,0.1212038,0.1348234,0.0605195,0.0112582,0.0030754,0.0047229
OSMANABAD,0.0018672,0.0014279,0.0021418,0.0041188,0.0144434,0.0725465,0.0846834,0.0846834,0.1004448,0.0468450,0.0122467,0.0025262
PAKUR,0.0080180,0.0070295,0.0083475,0.0187819,0.0472843,0.1254874,0.2073151,0.1862815,0.1872700,0.0789170,0.0073590,0.0034049
PALAKKAD,0.0015926,0.0035697,0.0123565,0.0542040,0.0871547,0.2549838,0.3269812,0.1833159,0.0984129,0.1448734,0.0761162,0.0140590
PALAMU,0.0095008,0.0070295,0.0059311,0.0038992,0.0082926,0.0770498,0.1684332,0.1641496,0.1255423,0.0255917,0.0031303,0.0032951
PALI,0.0020320,0.0013729,0.0015926,0.0014828,0.0052172,0.0230106,0.0973694,0.0839695,0.0409688,0.0065352,0.0025262,0.0006590
PALWAL(FRD),0.0049975,0.0043385,0.0032402,0.0023615,0.0042287,0.0154319,0.0880883,0.0943489,0.0475589,0.0109836,0.0017025,0.0017574
PANCHKULA,0.0239442,0.0205393,0.0152672,0.0063156,0.0153221,0.0579933,0.1795815,0.1903454,0.0940194,0.0102696,0.0067000,0.0102696
PANCHMAHALS,0.0005492,0.0000549,0.0003844,0.0001648,0.0032951,0.0628810,0.1710693,0.1771651,0.0897908,0.0138393,0.0066451,0.0009885
PANIPAT,0.0113131,0.0086770,0.0069197,0.0052172,0.0054369,0.0302598,0.0967653,0.1119776,0.0475040,0.0119721,0.0025811,0.0041188
PANNA,0.0123565,0.0081278,0.0047779,0.0013729,0.0022516,0.0613982,0.1969905,0.2149487,0.1154374,0.0172442,0.0042836,0.0042836
PAPUM PARE,0.0183975,0.0372343,0.0582679,0.1246087,0.2487781,0.3517491,0.3347246,0.2764567,0.2703608,0.1179087,0.0105442,0.0062057
PARBHANI,0.0031852,0.0015926,0.0043385,0.0041188,0.0079082,0.0849031,0.1182382,0.1207645,0.0919326,0.0408589,0.0092811,0.0054918
PATAN(MHSN),0.0006041,0.0004943,0.0008238,0.0001648,0.0020869,0.0312483,0.1132956,0.0911637,0.0465155,0.0056016,0.0036246,0.0007139
PATHANAMTHITTA,0.0108737,0.0248229,0.0405843,0.1015432,0.1618430,0.3058378,0.2965017,0.1936954,0.1461914,0.1973749,0.1172497,0.0281729
PATIALA,0.0146631,0.0135647,0.0114778,0.0051074,0.0084024,0.0301499,0.1295513,0.1145038,0.0636498,0.0115877,0.0023615,0.0079631
PATNA,0.0071393,0.0051623,0.0052721,0.0044483,0.0144983,0.0688670,0.1832610,0.1452578,0.1195563,0.0304794,0.0040090,0.0023066
PERAMBALUR,0.0071942,0.0045582,0.0069746,0.0169147,0.0359163,0.0179032,0.0276237,0.0449778,0.0691416,0.1048932,0.0851227,0.0521171
PEREN,0.0067549,0.0158164,0.0306442,0.0493163,0.0889670,0.1692570,0.2006700,0.2065462,0.1418529,0.0715031,0.0174639,0.0033500
PHEK,0.0067549,0.0158164,0.0306442,0.0493163,0.0889670,0.1692570,0.2006700,0.2065462,0.1418529,0.0715031,0.0174639,0.0033500
PILIBHIT,0.0114778,0.0092811,0.0078533,0.0031852,0.0126311,0.0618925,0.1793069,0.1886430,0.1130760,0.0404196,0.0024164,0.0043385
PITHORAGARH,0.0276237,0.0315229,0.0360261,0.0253721,0.0513482,0.1645340,0.3052337,0.2959526,0.1612389,0.0358614,0.0068647,0.0105992
PONDICHERRY,0.0098303,0.0107639,0.0091164,0.0058762,0.0239442,0.0257565,0.0462958,0.0701851,0.0691966,0.1486627,0.2023725,0.1119776
POONCH,0.0762810,0.0682080,0.0870449,0.0543687,0.0382229,0.0640343,0.1890274,0.1051678,0.0594212,0.0150475,0.0221868,0.0305344
PORBANDAR,0.0002746,0.0004943,0.0007139,0.0000549,0.0008787,0.0913285,0.1522873,0.0799605,0.0458564,0.0138393,0.0075238,0.0003295
PRAKASAM,0.0043385,0.0048328,0.0057664,0.0081828,0.0287221,0.0353122,0.0545335,0.0526663,0.0675490,0.0998957,0.0631556,0.0176286
PRATAPGARH,0.0083475,0.0054369,0.0044483,0.0010984,0.0049426,0.0449778,0.1585480,0.1560217,0.1082432,0.0188368,0.0037344,0.0035697
PRATAPGARH(CHT,0.0019770,0.0006590,0.0018672,0.0018123,0.0031852,0.0594761,0.1555824,0.1594816,0.0899555,0.0180131,0.0090065,0.0016475
PUDUKKOTTAI,0.0127410,0.0054369,0.0074139,0.0187819,0.0273491,0.0244934,0.0435499,0.0598605,0.0646384,0.0867703,0.0807842,0.0555220
PULWAMA,0.0233401,0.0264704,0.0423966,0.0397606,0.0317975,0.0140041,0.0233401,0.0260311,0.0197704,0.0115328,0.0070844,0.0115877
PUNE,0.0003295,0.0000549,0.0008787,0.0041738,0.0150475,0.0861662,0.1718381,0.1236202,0.0912186,0.0478335,0.0133450,0.0032951
PURI,0.0088418,0.0141688,0.0103795,0.0096656,0.0358614,0.0927563,0.1474546,0.1803504,0.1404251,0.1017629,0.0309188,0.0051623
PURNEA,0.0049975,0.0049426,0.0070844,0.0185073,0.0667802,0.1344390,0.2384535,0.1859520,0.1623922,0.0458015,0.0045033,0.0038443
PURULIA,0.0078533,0.0113680,0.0135098,0.0198254,0.0314680,0.1219727,0.1640398,0.1685979,0.1464660,0.0502499,0.0091713,0.0041738
RAE BARELI,0.0076885,0.0051074,0.0031852,0.0016475,0.0041738,0.0377286,0.1415234,0.1405349,0.0922621,0.0293811,0.0008238,0.0043934
RAICHUR,0.0007689,0.0010984,0.0022516,0.0097205,0.0222417,0.0448679,0.0605195,0.0671097,0.0810039,0.0606843,0.0117524,0.0032402
RAIGAD,0.0001098,0.0001098,0.0000549,0.0009885,0.0111483,0.3607008,0.6643967,0.4683398,0.2187380,0.0629359,0.0108188,0.0023615
RAIGARH,0.0060410,0.0070295,0.0063705,0.0062606,0.0100500,0.0987424,0.2049536,0.1960020,0.1282882,0.0271844,0.0036246,0.0028557
RAIPUR,0.0035697,0.0046680,0.0067549,0.0050524,0.0090615,0.0935252,0.1938053,0.1796364,0.1080235,0.0288868,0.0040639,0.0025262
RAISEN,0.0056016,0.0051623,0.0035147,0.0009885,0.0035147,0.0707892,0.2048987,0.2229117,0.1136251,0.0180680,0.0054369,0.0047779
RAJGARH,0.0055467,0.0021418,0.0026361,0.0007689,0.0030754,0.0519523,0.1655775,0.1864463,0.0849031,0.0148278,0.0080180,0.0049975
RAJKOT,0.0001648,0.0000000,0.0004943,0.0002197,0.0015926,0.0530507,0.1188423,0.0791916,0.0455269,0.0125762,0.0055467,0.0008238
RAJNANDGAON,0.0049426,0.0050524,0.0069197,0.0042836,0.0085123,0.0929760,0.1930913,0.1873249,0.1178538,0.0334450,0.0046131,0.0051074
RAJOURI,0.0325663,0.0366302,0.0332802,0.0129606,0.0151024,0.0254819,0.1367456,0.1393816,0.0550827,0.0213081,0.0062057,0.0109287
RAJSAMAND,0.0021967,0.0012082,0.0020320,0.0014279,0.0067549,0.0373991,0.0970948,0.0975342,0.0458564,0.0075238,0.0037893,0.0017025
RAMANATHAPURA,0.0181229,0.0100500,0.0129057,0.0291065,0.0214180,0.0092811,0.0165303,0.0242737,0.0319073,0.1001702,0.1028063,0.0670548
RAMBAN(DDA),0.0793564,0.1047833,0.1162063,0.0620023,0.0466802,0.0337196,0.0726015,0.0660113,0.0476687,0.0231204,0.0239442,0.0534351
RAMGARH,0.0068647,0.0082377,0.0073041,0.0113680,0.0259762,0.1137350,0.1778242,0.1578340,0.1293316,0.0377835,0.0050524,0.0042287
RAMNAGAR(BNGR),0.0008238,0.0025811,0.0056016,0.0263057,0.0671646,0.0401450,0.0464056,0.0597507,0.1030260,0.0956121,0.0296557,0.0082377
RAMPUR,0.0119172,0.0123565,0.0105442,0.0040639,0.0121918,0.0587622,0.1820528,0.1763963,0.0855621,0.0186721,0.0021967,0.0060959
RANCHI,0.0120270,0.0147180,0.0119172,0.0129606,0.0265253,0.1193915,0.1961118,0.1889725,0.1326816,0.0432204,0.0065352,0.0055467
RANGAREDDY,0.0017025,0.0021967,0.0040639,0.0115877,0.0190016,0.0600802,0.1046735,0.0969301,0.0973145,0.0518974,0.0104893,0.0023615
RATLAM,0.0025811,0.0010434,0.0011533,0.0010984,0.0028008,0.0570597,0.1622275,0.1643144,0.0948981,0.0225713,0.0069746,0.0037893
RATNAGIRI,0.0000549,0.0000000,0.0000549,0.0019221,0.0174090,0.4557636,0.6659893,0.4718546,0.1975397,0.0785875,0.0136746,0.0031303
RAYAGADA,0.0068098,0.0126860,0.0211434,0.0307540,0.0516228,0.0951178,0.1727717,0.1463562,0.1132407,0.0600802,0.0159262,0.0021967
REASI,0.0557417,0.0510736,0.0464605,0.0238893,0.0219672,0.0456917,0.2419133,0.3058378,0.1329013,0.0231754,0.0067000,0.0312483
REWA,0.0098852,0.0076336,0.0057115,0.0016475,0.0025811,0.0666703,0.1685979,0.1794168,0.1189522,0.0172442,0.0048328,0.0036246
REWARI,0.0049975,0.0047779,0.0028557,0.0016475,0.0054369,0.0181778,0.0824318,0.1007743,0.0379483,0.0072492,0.0019221,0.0020869
RI-BHOI,0.0088967,0.0082926,0.0306442,0.0643089,0.1500906,0.1869954,0.2337306,0.2197814,0.1720029,0.0688670,0.0141139,0.0048328
ROHTAK,0.0105992,0.0092262,0.0097205,0.0051074,0.0108737,0.0271844,0.1065956,0.1075292,0.0376737,0.0073590,0.0031852,0.0043385
ROHTAS,0.0071393,0.0070295,0.0049975,0.0032402,0.0076336,0.0494261,0.1511341,0.1528914,0.1048383,0.0236147,0.0066451,0.0026361
RUDRAPRAYAG,0.0415179,0.0402548,0.0468999,0.0300401,0.0516777,0.1195563,0.3174254,0.3511450,0.1296062,0.0288868,0.0075238,0.0166950
RUPNAGAR,0.0228458,0.0213631,0.0281180,0.0080729,0.0140590,0.0359163,0.1598111,0.1388874,0.0654621,0.0108188,0.0072492,0.0126860
SABARKANTHA,0.0006041,0.0003295,0.0012631,0.0007689,0.0024713,0.0489318,0.1587127,0.1432259,0.0767752,0.0101598,0.0040090,0.0010434
SAGAR,0.0097754,0.0067000,0.0054918,0.0012631,0.0037893,0.0701302,0.1936405,0.2251634,0.1086276,0.0182877,0.0063156,0.0055467
SAHARANPUR,0.0147729,0.0145532,0.0116975,0.0031303,0.0116426,0.0519523,0.1521226,0.1656324,0.0721621,0.0189467,0.0045582,0.0081828
SAHARSA,0.0033500,0.0059861,0.0070295,0.0217475,0.0588171,0.1369652,0.2828821,0.1937503,0.1597012,0.0519523,0.0020320,0.0054918
SAHIBGANJ,0.0071942,0.0033500,0.0069197,0.0120819,0.0467900,0.1418529,0.2195068,0.1689275,0.1832610,0.0548081,0.0054369,0.0031303
SAHUJI MAHARA,0.0095008,0.0065901,0.0047229,0.0019221,0.0044483,0.0483278,0.1511890,0.1732660,0.1137350,0.0201549,0.0042836,0.0035147
SAIHA,0.0036795,0.0170245,0.0382778,0.0640892,0.1841946,0.2113241,0.2404855,0.2263716,0.2129167,0.1176341,0.0372893,0.0090065
SALEM,0.0046680,0.0041188,0.0087869,0.0296557,0.0553572,0.0357516,0.0529409,0.0656818,0.0875940,0.1048383,0.0679884,0.0306442
SAMASTIPUR,0.0082377,0.0045033,0.0059861,0.0083475,0.0234499,0.0969850,0.1730463,0.1587676,0.1342193,0.0353671,0.0037893,0.0020869
SAMBA,0.0309188,0.0365753,0.0378384,0.0204295,0.0219122,0.0350925,0.2013290,0.1777143,0.0584326,0.0172991,0.0086221,0.0190565
SAMBALPUR,0.0066451,0.0109287,0.0110385,0.0085672,0.0177934,0.1244440,0.2297216,0.2551486,0.1381734,0.0319622,0.0049426,0.0028008
SANGLI,0.0009336,0.0004393,0.0023615,0.0124114,0.0296557,0.0653523,0.0827064,0.0588720,0.0721072,0.0594761,0.0138393,0.0030754
SANGRUR,0.0100500,0.0105992,0.0087319,0.0057115,0.0102696,0.0246032,0.0881432,0.0800703,0.0470646,0.0112033,0.0025811,0.0070844
SANT KABIR NGR,0.0064803,0.0071942,0.0057664,0.0028008,0.0114229,0.0767752,0.1958921,0.1650283,0.1063760,0.0279532,0.0006590,0.0035697
SANT RAVIDAS,0.0101598,0.0066451,0.0063705,0.0029106,0.0056565,0.0433851,0.1660168,0.1558570,0.0994014,0.0174639,0.0056016,0.0020320
SARAN,0.0089516,0.0051623,0.0046680,0.0051074,0.0195508,0.0731506,0.1834807,0.1602504,0.1177440,0.0325114,0.0035697,0.0030205
SAS NAGAR(MGA),0.0183426,0.0135647,0.0162008,0.0075787,0.0135098,0.0377835,0.1327915,0.1189522,0.0644187,0.0110934,0.0040090,0.0113680
SATARA,0.0003844,0.0003844,0.0017025,0.0076885,0.0199901,0.0827613,0.1397111,0.0962162,0.0788072,0.0525015,0.0164205,0.0045582
SATNA,0.0126860,0.0086221,0.0052172,0.0020869,0.0025262,0.0662859,0.1678840,0.1828766,0.1064309,0.0176286,0.0047229,0.0030205
SAWAI MADHOPUR,0.0040090,0.0035147,0.0015926,0.0015926,0.0053820,0.0296007,0.1391620,0.1452578,0.0506343,0.0106541,0.0025811,0.0019770
SEHORE,0.0049426,0.0037344,0.0023066,0.0006590,0.0038443,0.0687023,0.1919930,0.2150036,0.1105497,0.0183975,0.0077983,0.0050524
SENAPATI,0.0073041,0.0164205,0.0260860,0.0684826,0.1089571,0.2022077,0.2010544,0.1793619,0.1208743,0.0856719,0.0313032,0.0081278
